Date,PE_ratio,CAPE
1964-07-31,19.014456196149126,22.984351845738402
1964-08-31,18.538069734792565,22.650407292938795
1964-09-30,18.659955257270695,22.892221984231686
1964-10-31,18.86951899961527,23.21215468067534
1964-11-30,18.8887390484444,23.22501979309582
1964-12-31,18.45274725274725,22.75298477278727
1965-01-31,18.74892507178888,23.269335081922474
1965-02-28,18.709548016140896,23.372068272751342
1965-03-31,18.553418803418804,23.253528200034843
1965-04-30,18.5852243557918,23.4205519547713
1965-05-31,18.651797596241227,23.708808308861954
1965-06-30,17.5702479338843,22.385342986457793
1965-07-31,17.375840807748425,22.300781712174434
1965-08-31,17.531768602546354,22.665971845964386
1965-09-30,17.947791164658632,23.374146831648623
1965-10-31,18.097029702970296,23.775745523312686
1965-11-30,17.998046875,23.925461156673713
1965-12-31,17.674373795761078,23.69411154910632
1966-01-31,17.80916030534351,24.058483388421738
1966-02-28,17.52173913043478,23.700027145579394
1966-03-31,16.644194756554306,22.611112582289987
1966-04-30,17.02602230483271,23.113696462615827
1966-05-31,16.01107011070111,21.8521779767631
1966-06-30,15.761904761904763,21.555253383226255
1966-07-31,15.67375795875961,21.381702007433415
1966-08-31,14.681440947476304,19.913903864009807
1966-09-30,14.121597096188749,19.161676250615006
1966-10-31,13.964401909717507,18.825409371315676
1966-11-30,14.627926172229877,19.711251211928968
1966-12-31,14.654054054054054,19.736473752791966
1967-01-31,15.30814785006172,20.432242125384278
1967-02-28,15.931924578677556,21.074443163678435
1967-03-31,16.407339449541283,21.44389860201909
1967-04-30,16.813308687615525,21.68602556674624
1967-05-31,17.242085661080075,21.948477389658397
1967-06-30,17.153846153846153,21.552097609793478
1967-07-31,17.48308270676692,21.804196245666358
1967-08-31,17.794726930320152,22.03062704912601
1967-09-30,18.077358490566038,22.219145488664783
1967-10-31,18.015065913371,22.068199194183883
1967-11-30,17.417293233082706,21.263102968336277
1967-12-31,17.879924953095685,21.751597808723627
1968-01-31,17.709305770617537,21.511535896332177
1968-02-29,16.795198516470396,20.424992376214224
1968-03-31,16.376838235294116,19.9347113082957
1968-04-30,17.447427019712475,21.277356015671742
1968-05-31,17.708674482102243,21.63022714277988
1968-06-30,18.043087971274684,22.004623431346534
1968-07-31,17.910714285714285,21.75353741567095
1968-08-31,17.426287744227352,21.13776679361786
1968-09-30,17.897526501766784,21.680275633292936
1968-10-31,18.231860791487584,22.00460692795689
1968-11-30,18.40511152205383,22.195529227158158
1968-12-31,18.489583333333336,22.277872995434887
1969-01-31,17.64705882352941,21.194968072847157
1969-02-28,17.5,20.89572990198724
1969-03-31,17.061855670103093,20.202287616481662
1969-04-30,17.38557357804715,20.42860808193216
1969-05-31,17.931438817965038,20.9722582719721
1969-06-30,16.976027397260275,19.713341583757636
1969-07-31,16.171305537105553,18.681708207192766
1969-08-31,16.035196387739155,18.42951559020775
1969-09-30,16.04584040747029,18.39804634467698
1969-10-31,16.31891589915484,18.448662031815367
